"seqnames"	"start"	"end"	"width"	"strand"	"feature_name"	"feature_id"	"RNA_type"	"annot_name"	"annot_id"
"hsa_mir_6830_MI0022675;type=miRNA"	44	65	22	"*"	"hsa_miR_6830_5p_MIMAT0027560"	"MIMAT0027560"	"miRNA"	"hsa_miR_6830_5p_MIMAT0027560"	"MIMAT0027560"
"hsa_mir_6830_MI0022675;type=miRNA"	1	23	23	"*"	"hsa_miR_6830_3p_MIMAT0027561"	"MIMAT0027561"	"miRNA"	"hsa_miR_6830_3p_MIMAT0027561"	"MIMAT0027561"
"hsa_mir_3936_MI0016592;type=miRNA"	24	45	22	"*"	"hsa_miR_3936_MIMAT0018351"	"MIMAT0018351"	"miRNA"	"hsa_miR_3936_MIMAT0018351"	"MIMAT0018351"
"hsa_mir_1289_2_MI0006351;type=miRNA"	20	42	23	"*"	"hsa_miR_1289_MIMAT0005879_1"	"MIMAT0005879_1"	"miRNA"	"hsa_miR_1289_MIMAT0005879_1"	"MIMAT0005879_1"
"hsa_mir_3661_MI0016062;type=miRNA"	21	42	22	"*"	"hsa_miR_3661_MIMAT0018082"	"MIMAT0018082"	"miRNA"	"hsa_miR_3661_MIMAT0018082"	"MIMAT0018082"
"hsa_mir_5692c_1_MI0019288;type=miRNA"	12	33	22	"*"	"hsa_miR_5692c_MIMAT0022476"	"MIMAT0022476"	"miRNA"	"hsa_miR_5692c_MIMAT0022476"	"MIMAT0022476"
"hsa_mir_874_MI0005532;type=miRNA"	11	32	22	"*"	"hsa_miR_874_3p_MIMAT0004911"	"MIMAT0004911"	"miRNA"	"hsa_miR_874_3p_MIMAT0004911"	"MIMAT0004911"
"hsa_mir_874_MI0005532;type=miRNA"	47	69	23	"*"	"hsa_miR_874_5p_MIMAT0026718"	"MIMAT0026718"	"miRNA"	"hsa_miR_874_5p_MIMAT0026718"	"MIMAT0026718"
"hsa_mir_6831_MI0022676;type=miRNA"	57	80	24	"*"	"hsa_miR_6831_5p_MIMAT0027562"	"MIMAT0027562"	"miRNA"	"hsa_miR_6831_5p_MIMAT0027562"	"MIMAT0027562"
"hsa_mir_6831_MI0022676;type=miRNA"	1	21	21	"*"	"hsa_miR_6831_3p_MIMAT0027563"	"MIMAT0027563"	"miRNA"	"hsa_miR_6831_3p_MIMAT0027563"	"MIMAT0027563"
"hsa_mir_3655_MI0016055;type=miRNA"	1	21	21	"*"	"hsa_miR_3655_MIMAT0018075"	"MIMAT0018075"	"miRNA"	"hsa_miR_3655_MIMAT0018075"	"MIMAT0018075"
"hsa_mir_5197_MI0018176;type=miRNA"	27	49	23	"*"	"hsa_miR_5197_5p_MIMAT0021130"	"MIMAT0021130"	"miRNA"	"hsa_miR_5197_5p_MIMAT0021130"	"MIMAT0021130"
"hsa_mir_5197_MI0018176;type=miRNA"	64	86	23	"*"	"hsa_miR_5197_3p_MIMAT0021131"	"MIMAT0021131"	"miRNA"	"hsa_miR_5197_3p_MIMAT0021131"	"MIMAT0021131"
"hsa_mir_584_MI0003591;type=miRNA"	61	82	22	"*"	"hsa_miR_584_5p_MIMAT0003249"	"MIMAT0003249"	"miRNA"	"hsa_miR_584_5p_MIMAT0003249"	"MIMAT0003249"
"hsa_mir_584_MI0003591;type=miRNA"	22	43	22	"*"	"hsa_miR_584_3p_MIMAT0022708"	"MIMAT0022708"	"miRNA"	"hsa_miR_584_3p_MIMAT0022708"	"MIMAT0022708"
"hsa_mir_143_MI0000459;type=miRNA"	27	48	22	"*"	"hsa_miR_143_5p_MIMAT0004599"	"MIMAT0004599"	"miRNA"	"hsa_miR_143_5p_MIMAT0004599"	"MIMAT0004599"
"hsa_mir_143_MI0000459;type=miRNA"	61	81	21	"*"	"hsa_miR_143_3p_MIMAT0000435"	"MIMAT0000435"	"miRNA"	"hsa_miR_143_3p_MIMAT0000435"	"MIMAT0000435"
"hsa_mir_145_MI0000461;type=miRNA"	16	38	23	"*"	"hsa_miR_145_5p_MIMAT0000437"	"MIMAT0000437"	"miRNA"	"hsa_miR_145_5p_MIMAT0000437"	"MIMAT0000437"
"hsa_mir_145_MI0000461;type=miRNA"	54	75	22	"*"	"hsa_miR_145_3p_MIMAT0004601"	"MIMAT0004601"	"miRNA"	"hsa_miR_145_3p_MIMAT0004601"	"MIMAT0004601"
"hsa_mir_378a_MI0000786;type=miRNA"	5	26	22	"*"	"hsa_miR_378a_5p_MIMAT0000731"	"MIMAT0000731"	"miRNA"	"hsa_miR_378a_5p_MIMAT0000731"	"MIMAT0000731"
"hsa_mir_378a_MI0000786;type=miRNA"	43	64	22	"*"	"hsa_miR_378a_3p_MIMAT0000732"	"MIMAT0000732"	"miRNA"	"hsa_miR_378a_3p_MIMAT0000732"	"MIMAT0000732"
"hsa_mir_6499_MI0022209;type=miRNA"	37	58	22	"*"	"hsa_miR_6499_5p_MIMAT0025450"	"MIMAT0025450"	"miRNA"	"hsa_miR_6499_5p_MIMAT0025450"	"MIMAT0025450"
"hsa_mir_6499_MI0022209;type=miRNA"	2	23	22	"*"	"hsa_miR_6499_3p_MIMAT0025451"	"MIMAT0025451"	"miRNA"	"hsa_miR_6499_3p_MIMAT0025451"	"MIMAT0025451"
"hsa_mir_1294_MI0006356;type=miRNA"	48	69	22	"*"	"hsa_miR_1294_MIMAT0005884"	"MIMAT0005884"	"miRNA"	"hsa_miR_1294_MIMAT0005884"	"MIMAT0005884"
"hsa_mir_3141_MI0014165;type=miRNA"	34	52	19	"*"	"hsa_miR_3141_MIMAT0015010"	"MIMAT0015010"	"miRNA"	"hsa_miR_3141_MIMAT0015010"	"MIMAT0015010"
"hsa_mir_1303_MI0006370;type=miRNA"	52	73	22	"*"	"hsa_miR_1303_MIMAT0005891"	"MIMAT0005891"	"miRNA"	"hsa_miR_1303_MIMAT0005891"	"MIMAT0005891"
"hsa_mir_378h_MI0016808;type=miRNA"	9	29	21	"*"	"hsa_miR_378h_MIMAT0018984"	"MIMAT0018984"	"miRNA"	"hsa_miR_378h_MIMAT0018984"	"MIMAT0018984"
"hsa_mir_3142_MI0014166;type=miRNA"	49	70	22	"*"	"hsa_miR_3142_MIMAT0015011"	"MIMAT0015011"	"miRNA"	"hsa_miR_3142_MIMAT0015011"	"MIMAT0015011"
"hsa_mir_146a_MI0000477;type=miRNA"	21	42	22	"*"	"hsa_miR_146a_5p_MIMAT0000449"	"MIMAT0000449"	"miRNA"	"hsa_miR_146a_5p_MIMAT0000449"	"MIMAT0000449"
"hsa_mir_146a_MI0000477;type=miRNA"	57	78	22	"*"	"hsa_miR_146a_3p_MIMAT0004608"	"MIMAT0004608"	"miRNA"	"hsa_miR_146a_3p_MIMAT0004608"	"MIMAT0004608"
"hsa_mir_12125_MI0039727;type=miRNA"	51	72	22	"*"	"hsa_miR_12125_MIMAT0049019"	"MIMAT0049019"	"miRNA"	"hsa_miR_12125_MIMAT0049019"	"MIMAT0049019"
"hsa_mir_103a_1_MI0000109;type=miRNA"	9	31	23	"*"	"hsa_miR_103a_3p_MIMAT0000101_1"	"MIMAT0000101_1"	"miRNA"	"hsa_miR_103a_3p_MIMAT0000101_1"	"MIMAT0000101_1"
"hsa_mir_103a_1_MI0000109;type=miRNA"	46	68	23	"*"	"hsa_miR_103a_1_5p_MIMAT0037306"	"MIMAT0037306"	"miRNA"	"hsa_miR_103a_1_5p_MIMAT0037306"	"MIMAT0037306"
"hsa_mir_103b_1_MI0007261;type=miRNA"	1	23	23	"*"	"hsa_miR_103b_MIMAT0007402_1"	"MIMAT0007402_1"	"miRNA"	"hsa_miR_103b_MIMAT0007402_1"	"MIMAT0007402_1"
"hsa_mir_218_2_MI0000295;type=miRNA"	66	86	21	"*"	"hsa_miR_218_5p_MIMAT0000275_1"	"MIMAT0000275_1"	"miRNA"	"hsa_miR_218_5p_MIMAT0000275_1"	"MIMAT0000275_1"
"hsa_mir_218_2_MI0000295;type=miRNA"	23	44	22	"*"	"hsa_miR_218_2_3p_MIMAT0004566"	"MIMAT0004566"	"miRNA"	"hsa_miR_218_2_3p_MIMAT0004566"	"MIMAT0004566"
"hsa_mir_585_MI0003592;type=miRNA"	16	34	19	"*"	"hsa_miR_585_3p_MIMAT0003250"	"MIMAT0003250"	"miRNA"	"hsa_miR_585_3p_MIMAT0003250"	"MIMAT0003250"
"hsa_mir_585_MI0003592;type=miRNA"	49	70	22	"*"	"hsa_miR_585_5p_MIMAT0026618"	"MIMAT0026618"	"miRNA"	"hsa_miR_585_5p_MIMAT0026618"	"MIMAT0026618"
"hsa_mir_378e_MI0016750;type=miRNA"	58	76	19	"*"	"hsa_miR_378e_MIMAT0018927"	"MIMAT0018927"	"miRNA"	"hsa_miR_378e_MIMAT0018927"	"MIMAT0018927"
"hsa_mir_3912_MI0016416;type=miRNA"	23	43	21	"*"	"hsa_miR_3912_3p_MIMAT0018186"	"MIMAT0018186"	"miRNA"	"hsa_miR_3912_3p_MIMAT0018186"	"MIMAT0018186"
"hsa_mir_3912_MI0016416;type=miRNA"	57	77	21	"*"	"hsa_miR_3912_5p_MIMAT0027036"	"MIMAT0027036"	"miRNA"	"hsa_miR_3912_5p_MIMAT0027036"	"MIMAT0027036"
"hsa_mir_5003_MI0017869;type=miRNA"	23	45	23	"*"	"hsa_miR_5003_5p_MIMAT0021025"	"MIMAT0021025"	"miRNA"	"hsa_miR_5003_5p_MIMAT0021025"	"MIMAT0021025"
"hsa_mir_5003_MI0017869;type=miRNA"	58	78	21	"*"	"hsa_miR_5003_3p_MIMAT0021026"	"MIMAT0021026"	"miRNA"	"hsa_miR_5003_3p_MIMAT0021026"	"MIMAT0021026"
"hsa_mir_10523_MI0033669;type=miRNA"	1	24	24	"*"	"hsa_miR_10523_5p_MIMAT0041992"	"MIMAT0041992"	"miRNA"	"hsa_miR_10523_5p_MIMAT0041992"	"MIMAT0041992"
"hsa_mir_12118_MI0039720;type=miRNA"	5	24	20	"*"	"hsa_miR_12118_MIMAT0049012"	"MIMAT0049012"	"miRNA"	"hsa_miR_12118_MIMAT0049012"	"MIMAT0049012"
"hsa_mir_8056_MI0025892;type=miRNA"	53	72	20	"*"	"hsa_miR_8056_MIMAT0030983"	"MIMAT0030983"	"miRNA"	"hsa_miR_8056_MIMAT0030983"	"MIMAT0030983"
"hsa_mir_4634_MI0017261;type=miRNA"	10	28	19	"*"	"hsa_miR_4634_MIMAT0019691"	"MIMAT0019691"	"miRNA"	"hsa_miR_4634_MIMAT0019691"	"MIMAT0019691"
"hsa_mir_1271_MI0003814;type=miRNA"	15	36	22	"*"	"hsa_miR_1271_5p_MIMAT0005796"	"MIMAT0005796"	"miRNA"	"hsa_miR_1271_5p_MIMAT0005796"	"MIMAT0005796"
"hsa_mir_1271_MI0003814;type=miRNA"	51	72	22	"*"	"hsa_miR_1271_3p_MIMAT0022712"	"MIMAT0022712"	"miRNA"	"hsa_miR_1271_3p_MIMAT0022712"	"MIMAT0022712"
"hsa_mir_4281_MI0015885;type=miRNA"	11	28	18	"*"	"hsa_miR_4281_MIMAT0016907"	"MIMAT0016907"	"miRNA"	"hsa_miR_4281_MIMAT0016907"	"MIMAT0016907"
"hsa_mir_1229_MI0006319;type=miRNA"	1	23	23	"*"	"hsa_miR_1229_3p_MIMAT0005584"	"MIMAT0005584"	"miRNA"	"hsa_miR_1229_3p_MIMAT0005584"	"MIMAT0005584"
"hsa_mir_1229_MI0006319;type=miRNA"	46	69	24	"*"	"hsa_miR_1229_5p_MIMAT0022942"	"MIMAT0022942"	"miRNA"	"hsa_miR_1229_5p_MIMAT0022942"	"MIMAT0022942"
"hsa_mir_340_MI0000802;type=miRNA"	59	80	22	"*"	"hsa_miR_340_5p_MIMAT0004692"	"MIMAT0004692"	"miRNA"	"hsa_miR_340_5p_MIMAT0004692"	"MIMAT0004692"
"hsa_mir_340_MI0000802;type=miRNA"	17	38	22	"*"	"hsa_miR_340_3p_MIMAT0000750"	"MIMAT0000750"	"miRNA"	"hsa_miR_340_3p_MIMAT0000750"	"MIMAT0000750"
"hsa_mir_8089_MI0025925;type=miRNA"	11	34	24	"*"	"hsa_miR_8089_MIMAT0031016"	"MIMAT0031016"	"miRNA"	"hsa_miR_8089_MIMAT0031016"	"MIMAT0031016"
"hsa_mir_4638_MI0017265;type=miRNA"	47	67	21	"*"	"hsa_miR_4638_5p_MIMAT0019695"	"MIMAT0019695"	"miRNA"	"hsa_miR_4638_5p_MIMAT0019695"	"MIMAT0019695"
"hsa_mir_4638_MI0017265;type=miRNA"	12	34	23	"*"	"hsa_miR_4638_3p_MIMAT0019696"	"MIMAT0019696"	"miRNA"	"hsa_miR_4638_3p_MIMAT0019696"	"MIMAT0019696"
"hsa_mir_6720_MI0022555;type=miRNA"	11	32	22	"*"	"hsa_miR_6720_3p_MIMAT0025851"	"MIMAT0025851"	"miRNA"	"hsa_miR_6720_3p_MIMAT0025851"	"MIMAT0025851"
"hsa_mir_6720_MI0022555;type=miRNA"	46	68	23	"*"	"hsa_miR_6720_5p_MIMAT0027345"	"MIMAT0027345"	"miRNA"	"hsa_miR_6720_5p_MIMAT0027345"	"MIMAT0027345"
"hsa_mir_4645_MI0017272;type=miRNA"	49	67	19	"*"	"hsa_miR_4645_5p_MIMAT0019705"	"MIMAT0019705"	"miRNA"	"hsa_miR_4645_5p_MIMAT0019705"	"MIMAT0019705"
"hsa_mir_4645_MI0017272;type=miRNA"	10	31	22	"*"	"hsa_miR_4645_3p_MIMAT0019706"	"MIMAT0019706"	"miRNA"	"hsa_miR_4645_3p_MIMAT0019706"	"MIMAT0019706"
"hsa_mir_3691_MI0016092;type=miRNA"	54	76	23	"*"	"hsa_miR_3691_5p_MIMAT0018120"	"MIMAT0018120"	"miRNA"	"hsa_miR_3691_5p_MIMAT0018120"	"MIMAT0018120"
"hsa_mir_3691_MI0016092;type=miRNA"	14	35	22	"*"	"hsa_miR_3691_3p_MIMAT0019224"	"MIMAT0019224"	"miRNA"	"hsa_miR_3691_3p_MIMAT0019224"	"MIMAT0019224"
"hsa_mir_7853_MI0025523;type=miRNA"	77	97	21	"*"	"hsa_miR_7853_5p_MIMAT0030428"	"MIMAT0030428"	"miRNA"	"hsa_miR_7853_5p_MIMAT0030428"	"MIMAT0030428"
"hsa_mir_5683_MI0019284;type=miRNA"	10	33	24	"*"	"hsa_miR_5683_MIMAT0022472"	"MIMAT0022472"	"miRNA"	"hsa_miR_5683_MIMAT0022472"	"MIMAT0022472"
"hsa_mir_5689_MI0019294;type=miRNA"	9	30	22	"*"	"hsa_miR_5689_MIMAT0022481"	"MIMAT0022481"	"miRNA"	"hsa_miR_5689_MIMAT0022481"	"MIMAT0022481"
"hsa_mir_4639_MI0017266;type=miRNA"	1	22	22	"*"	"hsa_miR_4639_5p_MIMAT0019697"	"MIMAT0019697"	"miRNA"	"hsa_miR_4639_5p_MIMAT0019697"	"MIMAT0019697"
"hsa_mir_4639_MI0017266;type=miRNA"	48	67	20	"*"	"hsa_miR_4639_3p_MIMAT0019698"	"MIMAT0019698"	"miRNA"	"hsa_miR_4639_3p_MIMAT0019698"	"MIMAT0019698"
"hsa_mir_548a_1_MI0003593;type=miRNA"	61	82	22	"*"	"hsa_miR_548a_3p_MIMAT0003251"	"MIMAT0003251"	"miRNA"	"hsa_miR_548a_3p_MIMAT0003251"	"MIMAT0003251"
"hsa_mir_3143_MI0014167;type=miRNA"	4	28	25	"*"	"hsa_miR_3143_MIMAT0015012"	"MIMAT0015012"	"miRNA"	"hsa_miR_3143_MIMAT0015012"	"MIMAT0015012"
"hsa_mir_877_MI0005561;type=miRNA"	1	20	20	"*"	"hsa_miR_877_5p_MIMAT0004949"	"MIMAT0004949"	"miRNA"	"hsa_miR_877_5p_MIMAT0004949"	"MIMAT0004949"
"hsa_mir_877_MI0005561;type=miRNA"	66	86	21	"*"	"hsa_miR_877_3p_MIMAT0004950"	"MIMAT0004950"	"miRNA"	"hsa_miR_877_3p_MIMAT0004950"	"MIMAT0004950"
"hsa_mir_4640_MI0017267;type=miRNA"	9	31	23	"*"	"hsa_miR_4640_5p_MIMAT0019699"	"MIMAT0019699"	"miRNA"	"hsa_miR_4640_5p_MIMAT0019699"	"MIMAT0019699"
"hsa_mir_4640_MI0017267;type=miRNA"	67	88	22	"*"	"hsa_miR_4640_3p_MIMAT0019700"	"MIMAT0019700"	"miRNA"	"hsa_miR_4640_3p_MIMAT0019700"	"MIMAT0019700"
"hsa_mir_6891_MI0022738;type=miRNA"	74	92	19	"*"	"hsa_miR_6891_5p_MIMAT0027682"	"MIMAT0027682"	"miRNA"	"hsa_miR_6891_5p_MIMAT0027682"	"MIMAT0027682"
"hsa_mir_6891_MI0022738;type=miRNA"	5	25	21	"*"	"hsa_miR_6891_3p_MIMAT0027683"	"MIMAT0027683"	"miRNA"	"hsa_miR_6891_3p_MIMAT0027683"	"MIMAT0027683"
"hsa_mir_6832_MI0022677;type=miRNA"	6	28	23	"*"	"hsa_miR_6832_5p_MIMAT0027564"	"MIMAT0027564"	"miRNA"	"hsa_miR_6832_5p_MIMAT0027564"	"MIMAT0027564"
"hsa_mir_6832_MI0022677;type=miRNA"	53	72	20	"*"	"hsa_miR_6832_3p_MIMAT0027565"	"MIMAT0027565"	"miRNA"	"hsa_miR_6832_3p_MIMAT0027565"	"MIMAT0027565"
"hsa_mir_4646_MI0017273;type=miRNA"	42	63	22	"*"	"hsa_miR_4646_5p_MIMAT0019707"	"MIMAT0019707"	"miRNA"	"hsa_miR_4646_5p_MIMAT0019707"	"MIMAT0019707"
"hsa_mir_4646_MI0017273;type=miRNA"	1	21	21	"*"	"hsa_miR_4646_3p_MIMAT0019708"	"MIMAT0019708"	"miRNA"	"hsa_miR_4646_3p_MIMAT0019708"	"MIMAT0019708"
"hsa_mir_1236_MI0006326;type=miRNA"	1	22	22	"*"	"hsa_miR_1236_3p_MIMAT0005591"	"MIMAT0005591"	"miRNA"	"hsa_miR_1236_3p_MIMAT0005591"	"MIMAT0005591"
"hsa_mir_1236_MI0006326;type=miRNA"	80	101	22	"*"	"hsa_miR_1236_5p_MIMAT0022945"	"MIMAT0022945"	"miRNA"	"hsa_miR_1236_5p_MIMAT0022945"	"MIMAT0022945"
"hsa_mir_6721_MI0022556;type=miRNA"	55	77	23	"*"	"hsa_miR_6721_5p_MIMAT0025852"	"MIMAT0025852"	"miRNA"	"hsa_miR_6721_5p_MIMAT0025852"	"MIMAT0025852"
"hsa_mir_6833_MI0022678;type=miRNA"	6	27	22	"*"	"hsa_miR_6833_5p_MIMAT0027566"	"MIMAT0027566"	"miRNA"	"hsa_miR_6833_5p_MIMAT0027566"	"MIMAT0027566"
"hsa_mir_6833_MI0022678;type=miRNA"	41	61	21	"*"	"hsa_miR_6833_3p_MIMAT0027567"	"MIMAT0027567"	"miRNA"	"hsa_miR_6833_3p_MIMAT0027567"	"MIMAT0027567"
"hsa_mir_3135b_MI0016809;type=miRNA"	41	62	22	"*"	"hsa_miR_3135b_MIMAT0018985"	"MIMAT0018985"	"miRNA"	"hsa_miR_3135b_MIMAT0018985"	"MIMAT0018985"
"hsa_mir_219a_1_MI0000296;type=miRNA"	21	41	21	"*"	"hsa_miR_219a_5p_MIMAT0000276"	"MIMAT0000276"	"miRNA"	"hsa_miR_219a_5p_MIMAT0000276"	"MIMAT0000276"
"hsa_mir_219a_1_MI0000296;type=miRNA"	62	83	22	"*"	"hsa_miR_219a_1_3p_MIMAT0004567"	"MIMAT0004567"	"miRNA"	"hsa_miR_219a_1_3p_MIMAT0004567"	"MIMAT0004567"
"hsa_mir_6873_MI0022720;type=miRNA"	37	58	22	"*"	"hsa_miR_6873_5p_MIMAT0027646"	"MIMAT0027646"	"miRNA"	"hsa_miR_6873_5p_MIMAT0027646"	"MIMAT0027646"
"hsa_mir_6873_MI0022720;type=miRNA"	1	23	23	"*"	"hsa_miR_6873_3p_MIMAT0027647"	"MIMAT0027647"	"miRNA"	"hsa_miR_6873_3p_MIMAT0027647"	"MIMAT0027647"
"hsa_mir_6834_MI0022679;type=miRNA"	1	21	21	"*"	"hsa_miR_6834_5p_MIMAT0027568"	"MIMAT0027568"	"miRNA"	"hsa_miR_6834_5p_MIMAT0027568"	"MIMAT0027568"
"hsa_mir_6834_MI0022679;type=miRNA"	61	80	20	"*"	"hsa_miR_6834_3p_MIMAT0027569"	"MIMAT0027569"	"miRNA"	"hsa_miR_6834_3p_MIMAT0027569"	"MIMAT0027569"
"hsa_mir_5004_MI0017870;type=miRNA"	21	42	22	"*"	"hsa_miR_5004_5p_MIMAT0021027"	"MIMAT0021027"	"miRNA"	"hsa_miR_5004_5p_MIMAT0021027"	"MIMAT0021027"
"hsa_mir_5004_MI0017870;type=miRNA"	67	88	22	"*"	"hsa_miR_5004_3p_MIMAT0021028"	"MIMAT0021028"	"miRNA"	"hsa_miR_5004_3p_MIMAT0021028"	"MIMAT0021028"
"hsa_mir_3934_MI0016590;type=miRNA"	25	46	22	"*"	"hsa_miR_3934_5p_MIMAT0018349"	"MIMAT0018349"	"miRNA"	"hsa_miR_3934_5p_MIMAT0018349"	"MIMAT0018349"
"hsa_mir_3934_MI0016590;type=miRNA"	64	85	22	"*"	"hsa_miR_3934_3p_MIMAT0022975"	"MIMAT0022975"	"miRNA"	"hsa_miR_3934_3p_MIMAT0022975"	"MIMAT0022975"
"hsa_mir_7159_MI0023620;type=miRNA"	1	21	21	"*"	"hsa_miR_7159_5p_MIMAT0028228"	"MIMAT0028228"	"miRNA"	"hsa_miR_7159_5p_MIMAT0028228"	"MIMAT0028228"
"hsa_mir_7159_MI0023620;type=miRNA"	48	66	19	"*"	"hsa_miR_7159_3p_MIMAT0028229"	"MIMAT0028229"	"miRNA"	"hsa_miR_7159_3p_MIMAT0028229"	"MIMAT0028229"
"hsa_mir_1275_MI0006415;type=miRNA"	47	63	17	"*"	"hsa_miR_1275_MIMAT0005929"	"MIMAT0005929"	"miRNA"	"hsa_miR_1275_MIMAT0005929"	"MIMAT0005929"
"hsa_mir_6835_MI0022680;type=miRNA"	6	27	22	"*"	"hsa_miR_6835_5p_MIMAT0027570"	"MIMAT0027570"	"miRNA"	"hsa_miR_6835_5p_MIMAT0027570"	"MIMAT0027570"
"hsa_mir_6835_MI0022680;type=miRNA"	42	64	23	"*"	"hsa_miR_6835_3p_MIMAT0027571"	"MIMAT0027571"	"miRNA"	"hsa_miR_6835_3p_MIMAT0027571"	"MIMAT0027571"
"hsa_mir_7111_MI0022962;type=miRNA"	2	23	22	"*"	"hsa_miR_7111_5p_MIMAT0028119"	"MIMAT0028119"	"miRNA"	"hsa_miR_7111_5p_MIMAT0028119"	"MIMAT0028119"
"hsa_mir_7111_MI0022962;type=miRNA"	51	72	22	"*"	"hsa_miR_7111_3p_MIMAT0028120"	"MIMAT0028120"	"miRNA"	"hsa_miR_7111_3p_MIMAT0028120"	"MIMAT0028120"
"hsa_mir_5690_MI0019295;type=miRNA"	44	64	21	"*"	"hsa_miR_5690_MIMAT0022482"	"MIMAT0022482"	"miRNA"	"hsa_miR_5690_MIMAT0022482"	"MIMAT0022482"
"hsa_mir_3925_MI0016433;type=miRNA"	45	66	22	"*"	"hsa_miR_3925_5p_MIMAT0018200"	"MIMAT0018200"	"miRNA"	"hsa_miR_3925_5p_MIMAT0018200"	"MIMAT0018200"
"hsa_mir_3925_MI0016433;type=miRNA"	11	31	21	"*"	"hsa_miR_3925_3p_MIMAT0019228"	"MIMAT0019228"	"miRNA"	"hsa_miR_3925_3p_MIMAT0019228"	"MIMAT0019228"
"hsa_mir_4462_MI0016810;type=miRNA"	2	24	23	"*"	"hsa_miR_4462_MIMAT0018986"	"MIMAT0018986"	"miRNA"	"hsa_miR_4462_MIMAT0018986"	"MIMAT0018986"
"hsa_mir_9983_MI0033670;type=miRNA"	47	68	22	"*"	"hsa_miR_9983_3p_MIMAT0041993"	"MIMAT0041993"	"miRNA"	"hsa_miR_9983_3p_MIMAT0041993"	"MIMAT0041993"
"hsa_mir_4641_MI0017268;type=miRNA"	42	65	24	"*"	"hsa_miR_4641_MIMAT0019701"	"MIMAT0019701"	"miRNA"	"hsa_miR_4641_MIMAT0019701"	"MIMAT0019701"
"hsa_mir_10398_MI0033422;type=miRNA"	37	57	21	"*"	"hsa_miR_10398_5p_MIMAT0041627"	"MIMAT0041627"	"miRNA"	"hsa_miR_10398_5p_MIMAT0041627"	"MIMAT0041627"
"hsa_mir_10398_MI0033422;type=miRNA"	1	21	21	"*"	"hsa_miR_10398_3p_MIMAT0041628"	"MIMAT0041628"	"miRNA"	"hsa_miR_10398_3p_MIMAT0041628"	"MIMAT0041628"
"hsa_mir_6780b_MI0022681;type=miRNA"	6	28	23	"*"	"hsa_miR_6780b_5p_MIMAT0027572"	"MIMAT0027572"	"miRNA"	"hsa_miR_6780b_5p_MIMAT0027572"	"MIMAT0027572"
"hsa_mir_6780b_MI0022681;type=miRNA"	59	79	21	"*"	"hsa_miR_6780b_3p_MIMAT0027573"	"MIMAT0027573"	"miRNA"	"hsa_miR_6780b_3p_MIMAT0027573"	"MIMAT0027573"
"hsa_mir_4647_MI0017274;type=miRNA"	48	70	23	"*"	"hsa_miR_4647_MIMAT0019709"	"MIMAT0019709"	"miRNA"	"hsa_miR_4647_MIMAT0019709"	"MIMAT0019709"
"hsa_mir_4642_MI0017269;type=miRNA"	10	31	22	"*"	"hsa_miR_4642_MIMAT0019702"	"MIMAT0019702"	"miRNA"	"hsa_miR_4642_MIMAT0019702"	"MIMAT0019702"
"hsa_mir_586_MI0003594;type=miRNA"	61	82	22	"*"	"hsa_miR_586_MIMAT0003252"	"MIMAT0003252"	"miRNA"	"hsa_miR_586_MIMAT0003252"	"MIMAT0003252"
"hsa_mir_206_MI0000490;type=miRNA"	53	74	22	"*"	"hsa_miR_206_MIMAT0000462"	"MIMAT0000462"	"miRNA"	"hsa_miR_206_MIMAT0000462"	"MIMAT0000462"
"hsa_mir_133b_MI0000822;type=miRNA"	66	87	22	"*"	"hsa_miR_133b_MIMAT0000770"	"MIMAT0000770"	"miRNA"	"hsa_miR_133b_MIMAT0000770"	"MIMAT0000770"
"hsa_mir_5685_MI0019287;type=miRNA"	10	31	22	"*"	"hsa_miR_5685_MIMAT0022475"	"MIMAT0022475"	"miRNA"	"hsa_miR_5685_MIMAT0022475"	"MIMAT0022475"
"hsa_mir_548u_MI0014168;type=miRNA"	49	71	23	"*"	"hsa_miR_548u_MIMAT0015013"	"MIMAT0015013"	"miRNA"	"hsa_miR_548u_MIMAT0015013"	"MIMAT0015013"
"hsa_mir_30c_2_MI0000254;type=miRNA"	44	66	23	"*"	"hsa_miR_30c_5p_MIMAT0000244_1"	"MIMAT0000244_1"	"miRNA"	"hsa_miR_30c_5p_MIMAT0000244_1"	"MIMAT0000244_1"
"hsa_mir_30c_2_MI0000254;type=miRNA"	5	26	22	"*"	"hsa_miR_30c_2_3p_MIMAT0004550"	"MIMAT0004550"	"miRNA"	"hsa_miR_30c_2_3p_MIMAT0004550"	"MIMAT0004550"
"hsa_mir_30a_MI0000088;type=miRNA"	45	66	22	"*"	"hsa_miR_30a_5p_MIMAT0000087"	"MIMAT0000087"	"miRNA"	"hsa_miR_30a_5p_MIMAT0000087"	"MIMAT0000087"
"hsa_mir_30a_MI0000088;type=miRNA"	4	25	22	"*"	"hsa_miR_30a_3p_MIMAT0000088"	"MIMAT0000088"	"miRNA"	"hsa_miR_30a_3p_MIMAT0000088"	"MIMAT0000088"
"hsa_mir_4282_MI0015890;type=miRNA"	11	28	18	"*"	"hsa_miR_4282_MIMAT0016912"	"MIMAT0016912"	"miRNA"	"hsa_miR_4282_MIMAT0016912"	"MIMAT0016912"
"hsa_mir_4463_MI0016811;type=miRNA"	40	56	17	"*"	"hsa_miR_4463_MIMAT0018987"	"MIMAT0018987"	"miRNA"	"hsa_miR_4463_MIMAT0018987"	"MIMAT0018987"
